"Gene_symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significant","regulation"
"TCEAL6",7.65573913816765,1.63967326895836,0.47469181763897,3.45418481640108,0.000551958976405002,0.00293108690729221,"Yes","Upregulated"
"GDF5OS",5.86879182063232,-1.07021524270218,0.312825976308098,-3.42112012350325,0.000623637803047368,0.00322094144595024,"Yes","Downregulated"
"HLA-DOA",266.412451079029,1.22927855541276,0.278648075376414,4.41158100141973,1.02618550008382e-05,0.000115714570698355,"Yes","Upregulated"
"HLA-DRA",2020.65958100876,1.19404321559493,0.250802036812338,4.76089919671731,1.92732301836257e-06,3.09586957665398e-05,"Yes","Upregulated"
"AGER",10151.0686269377,1.45713549729902,0.347790414209664,4.18969424620368,2.79330578891551e-05,0.000254137433622308,"Yes","Upregulated"
"SP5",37.0726348495639,1.01171159916443,0.192861618314556,5.24579026146267,1.55613852404191e-07,4.35694697900093e-06,"Yes","Upregulated"
"XAGE1A",89.9527513116491,1.35355355963162,0.343002220140584,3.94619474788487,7.94030382897761e-05,0.000596908875123516,"Yes","Upregulated"
"XAGE1B",232.531376619683,1.40835793878825,0.332103697812152,4.2407174267143,2.22806488720035e-05,0.000211944606173818,"Yes","Upregulated"
"SLC44A4",941.386083116557,-1.80379112272769,0.350296594813156,-5.149325312996,2.61425121423108e-07,6.55810842049896e-06,"Yes","Downregulated"
"AIF1",2701.25798117334,1.0241076189434,0.19248804063136,5.32037011538137,1.03556359302608e-07,3.20175020633549e-06,"Yes","Upregulated"
"NCR3",84.6776832023868,1.33019939168634,0.22214383120021,5.98800959045082,2.12424540875769e-09,1.67048811774784e-07,"Yes","Upregulated"
"LST1",5218.15524821934,1.00031238809519,0.20402296417832,4.90294017697389,9.44127438124551e-07,1.78437126158399e-05,"Yes","Upregulated"
"MUC21",138.902480835881,-1.10892171749345,0.377426287985158,-2.93811468038777,0.00330214850768257,0.0124119422122606,"Yes","Downregulated"
"KRTAP5-11",7.50110772985822,-1.33494761517456,0.379102172676245,-3.52133992203365,0.000429371822393664,0.00238428582208203,"Yes","Downregulated"
"TRIM10",0.658098757102185,1.88885030061762,0.671628251394097,2.81234491952495,0.0049181733052906,0.0170850396990619,"Yes","Upregulated"
"HLA-G",375.727431941295,2.51784882306572,0.391947386669467,6.42394593943051,1.3278637749324e-10,2.26576151860399e-08,"Yes","Upregulated"
"KRT40",14.5846527032621,-1.34663846825021,0.479117735727492,-2.81066294948459,0.00494395470531969,0.0171601053070653,"Yes","Downregulated"
"PSG5",5.54961797543111,-1.16566126712132,0.350646898857265,-3.32431648738413,0.000886355460050943,0.00426710439338339,"Yes","Downregulated"
"AARD",154.999212036429,1.00005007873739,0.296172677335446,3.37657777123286,0.000733936200309113,0.00368230348266045,"Yes","Upregulated"
"CDKL4",20.4576679796728,-1.48248253467857,0.372033483128238,-3.98480943761604,6.75343001881249e-05,0.00052312329229234,"Yes","Downregulated"
"C11orf91",120.345520911171,-2.672743639792,0.467686406420431,-5.71482002277678,1.0982019213253e-08,5.90282451046851e-07,"Yes","Downregulated"
"MT1H",93.249101175491,-2.29681429112921,0.465301506987826,-4.93618493951988,7.96655671888178e-07,1.56750492522288e-05,"Yes","Downregulated"
"SLCO6A1",0.839030340800863,-1.95536246163829,0.801045660022491,-2.44101249057812,0.0146461481865843,0.0411790583321544,"Yes","Downregulated"
"MT1A",1727.74634045929,-1.52521733026517,0.510385907574171,-2.98836097868458,0.00280478068105958,0.0108490308336879,"Yes","Downregulated"
"MT1M",75.1593140747157,-3.48463527056979,0.871899793240428,-3.99660063872603,6.42585705876227e-05,0.000502266536827283,"Yes","Downregulated"
"KRT6A",25.7285371444698,-2.69027336236804,0.895052582750717,-3.00571543417055,0.00264956830292618,0.0103326308527438,"Yes","Downregulated"
"MUC19",26.3237469261203,-1.20028933973962,0.294929472012575,-4.06975041032332,4.70635301261074e-05,0.000387022690612337,"Yes","Downregulated"
"MANSC4",8.19753805024333,1.10971406459065,0.384628629213407,2.88515721479208,0.00391218241548997,0.0142430844100175,"Yes","Upregulated"
"KLRC2",62.7837324709847,1.13504774553875,0.328677599064727,3.4533772571316,0.000553614179422514,0.00293642805372874,"Yes","Upregulated"
"GMNC",6.85755629771002,-1.87804442252094,0.640885965964735,-2.93038781040227,0.00338539213143384,0.0126642373280753,"Yes","Downregulated"
"CLEC6A",26.4053340610714,1.82695899943141,0.430223106091382,4.2465385367827,2.17098453976982e-05,0.000207806950996125,"Yes","Upregulated"
"NANOGNB",2.75683687282812,-1.42341188307624,0.393944221605108,-3.61323203898412,0.000302403853530341,0.00178569327417672,"Yes","Downregulated"
"KRTAP5-1",28.5756475907637,-1.33315170877932,0.209222526910984,-6.37193197339845,1.86661684329456e-10,2.83710074324948e-08,"Yes","Downregulated"
"IFITM5",10.7788798462623,-1.19389803493283,0.447293214195703,-2.66916196589216,0.0076040772042137,0.0242908767913482,"Yes","Downregulated"
"SERPINB11",33.2188299111838,-1.74519548978093,0.578800313420936,-3.01519444498248,0.00256814556202045,0.0100824937660655,"Yes","Downregulated"
"SERPINB4",77.0314489666456,-3.82577494802281,0.698642592420185,-5.47601161098674,4.35019157194616e-08,1.64176807132269e-06,"Yes","Downregulated"
"SERPINB5",5.92677799404731,-1.98034161384371,0.518397470245137,-3.82012206368842,0.000133385646399972,0.000911771045516361,"Yes","Downregulated"
