"Gene_Symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"IDO1",-0.0608249778467411,8.81752622006153,-2.48518973098154,0.0140959807378853,0.0536998374151483,-3.48383253221943
"CLASP1",-0.072125340172486,7.86383811554465,-2.48515057064699,0.0140974660238,0.0536998374151483,-3.48392410497885
"GAPDHS",-0.157037984500599,8.27114087280816,-2.48470393252788,0.0141144161353509,0.0537534334148795,-3.48496843276566
"OR4C45",0.194443106750683,9.09484980654057,2.48448248024219,0.0141228270833678,0.0537744935763075,-3.48548616805215
"SPANXA1",0.211060100938395,11.6520597805638,2.48436391045261,0.0141273323026566,0.0537806766120918,-3.4857633560627
"KIF2A",-0.186371142388832,9.99266541454056,-2.48312925897135,0.0141743207550899,0.0539485515688731,-3.48864895836819
"ITIH5",-0.0841038718036049,7.9725488391261,-2.48299528405611,0.0141794279531839,0.0539569873080893,-3.48896200282761
"LOC642422",-0.101073148504764,10.0831387232202,-2.48251447819923,0.0141977700512751,0.0540157721172135,-3.49008532169196
"ANAPC16",0.162357208621814,10.7630491594083,2.48230024328715,0.014205949636079,0.0540358773094385,-3.49058577997969
"CCL25",-0.327277229601346,10.4493840717661,-2.48163266649924,0.0142321608686695,0.0541245482098036,-3.4921701675519
"MPL",-0.282114876115968,7.02900415729941,-2.48151610137569,0.0142366203764959,0.0541304785755338,-3.492442377326
"DST",0.105236978055039,10.6757417636196,2.48136382143168,0.0142417519784419,0.0541389614414699,-3.49277282140519
"ZFP36L2",0.0649821920830228,9.66198700995152,2.48127949955602,0.0142449798123564,0.0541402052937553,-3.4929697206003
"CCDC50",-0.189594307586555,7.67845214817647,-2.48115464209413,0.0142497605427189,0.0541473494564025,-3.49326126279718
"GUSBP1",-0.132578926579406,9.20731816128068,-2.48092285844333,0.0142586392161302,0.0541700592243173,-3.49380244204809
"EPB41L4B",0.0988919074739369,6.74148072417051,2.48067725462535,0.0142680526640352,0.0541947910000443,-3.49437583874876
"CYP4F30P",0.185736867082148,9.64051573375541,2.48048554024877,0.0142754044990747,0.0542116836165269,-3.49482338683375
"GNPDA1",-0.21436776911853,9.0227980601259,-2.48029493836767,0.0142828234714719,0.0542288242666849,-3.49527213923043
"OR52A1",0.127505187454055,9.45823204771489,2.47978083625044,0.0143024574128936,0.0542923261361925,-3.49646821256198
"FOXF2",0.0580896030581493,7.80290672009097,2.47945561693043,0.0143149576759963,0.0543287281460902,-3.4972271516209
"DCAF12L2",-0.196318642296233,10.4633879333277,-2.47925308277783,0.0143227472814096,0.0543470823002083,-3.49769974377426
"RXRA",-0.281391298654127,7.04753427467438,-2.4791966325914,0.0143256171935186,0.0543470823002083,-3.49785650364065
"CEP89",-0.111926910793259,12.4977602354582,-2.47903554597788,0.0143311181072207,0.0543569029610392,-3.49820730364723
"ATG9A",-0.109608593380869,8.52202242575568,-2.47891827762845,0.0143356324072258,0.0543629782366657,-3.49848089886303
"IL1RAPL2",-0.0935375987897026,10.6952659113516,-2.47854798936909,0.0143498951477376,0.0544060111583428,-3.49934472932146
"HMGCR",-0.207709043280247,8.5331136431815,-2.47793437070156,0.014373558320257,0.0544846600421604,-3.50077595521141
"TSPAN10",-0.0899482996094261,7.90094575648731,-2.47777432165075,0.0143797360584152,0.0544933301391639,-3.50114920591092
"CNGA4",-0.106406326363641,11.6479950884067,-2.47772385106882,0.0143816846646409,0.0544933301391639,-3.50126690387261
"SDS",-0.477205588137686,10.471438281263,-2.47741130830736,0.0143944565480514,0.0545155607606771,-3.50202066681901
"DMRTC1",-0.113564679851042,11.3005471051743,-2.47739545674481,0.0143943693080941,0.0545155607606771,-3.50203266948311
"METTL13",-0.443519453868074,9.39694767755619,-2.47736324398805,0.0143963139024579,0.0545155607606771,-3.50213273601974
"FOLH1",-0.131958728150046,10.0967392245245,-2.47719828696583,0.0144019900280045,0.0545201239643693,-3.5024923947495
"ATP6V1G3",0.290162553821948,7.38731284886257,2.4771423777285,0.0144048516059415,0.0545201239643693,-3.50264769337359
"TTTY19",0.112710908968511,9.42466930284635,2.47708728528441,0.0144062818854685,0.0545201239643693,-3.50275119389489
"FOXD4",0.434749677785115,11.0168634660969,2.4769530726448,0.0144121728861269,0.0545313616297503,-3.50308903128261
"CATSPER2",-0.344273068149242,10.0138149705665,-2.47634091772586,0.0144358703783793,0.0546099555355594,-3.50451597203885
"CD200R1",-0.168025464162993,10.0336361357971,-2.47601706714967,0.0144477201594544,0.0546437075534381,-3.50524585024846
"CAMK2B",-0.0784500492928672,6.27246358006223,-2.47511571501582,0.0144827023933073,0.0547640706893692,-3.50734611735169
"ND2",0.123754039345839,6.73190286171156,2.47504597749978,0.0144854121078712,0.0547640706893692,-3.50750858559131
"LHFPL3",-0.160149485377044,9.97046358835129,-2.47468609683782,0.0144994027800098,0.0548058632824792,-3.50834693677181
"DKFZp761E198",0.179066860978562,8.00668981145511,2.4744613640338,0.014508145567824,0.0548218062970976,-3.5088704009242
"SERPINB9",-0.0929285626694919,7.48921960988353,-2.47442668918504,0.0145094949428161,0.0548218062970976,-3.50895116425029
"FCGR1B",-0.240373059721841,7.83640238860169,-2.4740663469566,0.0145239477246997,0.0548653074846227,-3.50980533683406
"LOC731223",-0.509073267489072,8.52263755057137,-2.47376798637286,0.0145358527570095,0.0548991686988229,-3.51050997441184
"WDFY3",-0.204415397936822,8.36415456450648,-2.47359050714568,0.0145420689251754,0.0549115347943353,-3.51089845335847
"SLC5A4",0.128844602146583,7.97128430087557,2.47335189900754,0.0145513759916426,0.0549355649037234,-3.51145401009056
"NCRNA00185",0.184755389837464,8.56312299433321,2.47319134568348,0.0145576414654347,0.0549440855175181,-3.51182780239586
"C9orf43",-0.220994201730182,11.3695571705987,-2.47314321159604,0.0145595203305462,0.0549440855175181,-3.51193986146505
"PPAPDC1A",0.0873450250059941,6.19086257586103,2.47260273980231,0.0145806319332268,0.0550114469723406,-3.51319797532928
"CCDC72",0.159838753778054,8.77551294531513,2.47253538255719,0.0145832649139642,0.0550114469723406,-3.51335475232002
"SUMO2",0.0779612832320303,8.03984585214744,2.47225801634305,0.0145941115655112,0.0550412391130059,-3.51400029331342
"TSPAN19",0.119520140624687,6.32312752468235,2.47189195174108,0.0146084378474353,0.0550827454953594,-3.51485216899199
"HIST1H2BO",0.341182002243513,17.0741003448239,2.47184402756622,0.0146110191774725,0.0550827454953594,-3.51498837442275
"VWA2",-0.177193264997871,11.6233738947436,-2.47165978126456,0.0146175305481662,0.0550961647175935,-3.5153923972827
"DKFZP547L112",-0.256781174639029,6.39230262169263,-2.47152819079328,0.0146233915164508,0.0551071275296898,-3.51572324280138
"MIER2",0.230852482179558,8.3141246033155,2.47143771373974,0.014626517414502,0.0551077810944047,-3.51591904781636
"LPL",0.257016128572186,9.70742416926055,2.47112758188493,0.0146389898456306,0.0551436418705743,-3.51665144753425
"NR5A2",-0.11128490109122,12.6176868572637,-2.47085292870049,0.0146491692559115,0.0551708523328466,-3.51726946899328
"CTRL",0.13330923589291,11.4557934200421,2.47044927715438,0.0146650203223835,0.0552194077702819,-3.51820831815017
"KRTAP15-1",-0.130694443982279,9.67673578838017,-2.47008548675654,0.0146793191607684,0.0552621000677174,-3.51905433422698
"PALMD",-0.093723149506584,11.8142301290024,-2.46988861240547,0.0146870625151952,0.0552801011990558,-3.51951212955499
"MAP2K7",-0.313720418438597,9.29205094608449,-2.46968431933176,0.0146958083272265,0.0553018674249362,-3.5200117250027
"ADAMTSL2",-0.291109019762777,7.85139408165892,-2.46934772037788,0.0147090624467087,0.0553405866897435,-3.52079427136394
"XLOC_013812",0.133057729434139,10.1490014159489,2.4691537203991,0.0147159990316855,0.0553555263858141,-3.52122069123766
"CDCA5",-0.0904597172024384,9.83342249822829,-2.46823436339093,0.0147522703787215,0.0554704328512045,-3.52335746231763
"SLC6A18",-0.127888525578589,11.1586248690913,-2.46822879903234,0.014752490151266,0.0554704328512045,-3.52337039278865
"CTAGE5",0.195720472182514,7.1053544123016,2.46794893516552,0.0147635475491131,0.0555008288024564,-3.52402070670762
"KCNJ6",-0.116742486503711,9.16873551399665,-2.46786764488982,0.0147667607040085,0.0555017294684491,-3.52420958658464
"PYGB",-0.372824336942016,8.5942922272664,-2.46745052723153,0.0147839667505985,0.0555468312701892,-3.52520315677861
"FIS1",-0.122755476630936,10.4530760794468,-2.46741376972716,0.0147847124430913,0.0555468312701892,-3.52526407144903
"LOC100507605",0.0930191448083457,6.33795785999499,2.46620725945334,0.014832527046902,0.0557152580660951,-3.528066283583
"YBEY",-0.105553381481704,7.96899089025125,-2.46575199542354,0.0148506051366864,0.0557661391553773,-3.52912334254307
"SNTN",-0.165581419422878,12.0239561579283,-2.46571567832913,0.0148520480975827,0.0557661391553773,-3.52920765801707
"RFX4",-0.096018799135023,9.28952716474237,-2.46501470142664,0.0148799239758805,0.0558502137255792,-3.53083485590477
"TBR1",-0.17331419314919,8.00905842917715,-2.46495758055243,0.0148821975635376,0.0558502137255792,-3.53096743354736
"SLITRK6",0.0763529015723724,10.3258526451772,2.46492696753225,0.0148834161838216,0.0558502137255792,-3.53103848525817
"LOC648740",-0.103455672642391,13.2535421994958,-2.46474126066775,0.0148908105685367,0.0558664969448805,-3.53146948682454
"FBXO41",-0.388704825323614,8.36068769638915,-2.46468552920501,0.0148937416982441,0.0558664969448805,-3.53162317112809
"LOC642852",-0.112925016225883,12.6998133358935,-2.46430494208068,0.0149081965587775,0.0559094813682101,-3.53248200858154
"DLGAP3",-0.196302577284586,9.12147109775228,-2.46402822725808,0.0149192321793351,0.0559327859622974,-3.53312406837132
"KIAA1161",-0.123254262104267,8.98157864169928,-2.46398973803395,0.0149207677380492,0.0559327859622974,-3.53321336945708
"NOD2",-0.128472001310523,9.48954455688005,-2.46392375025014,0.0149234007014327,0.0559327859622974,-3.53336646857346
"LOC151658",-0.23502058382511,13.6200895515156,-2.46363563784526,0.0149349014543571,0.0559646528097923,-3.53403487787816
"SNORA62",0.0975310217096802,8.96924111303284,2.46339466241216,0.014944526671667,0.0559894801940316,-3.53459387625054
"IRX2",-0.129411271423331,8.61955968548919,-2.46271179824966,0.0149718321352406,0.0560775384201706,-3.53617766562967
"SLA2",-0.447856654426975,9.43782034755333,-2.46267445925263,0.0149740397260182,0.0560775384201706,-3.53628850409083
"FAM5C",-0.0577975869291004,8.2527415261738,-2.46237283203201,0.0149854027520604,0.0561088349783765,-3.53696369163606
"ZFAND3",-0.0583586203106446,7.68763025129662,-2.46197188397378,0.0150014689654683,0.0561539185371465,-3.53789331875261
"PRH2",-0.122224100524527,9.00328671511529,-2.46192220789151,0.0150034605810206,0.0561539185371465,-3.5380084866834
"ZNF14",0.0661932063685489,9.25850617339159,2.46163640150026,0.0150149237156745,0.0561855555639663,-3.53867105250527
"LOC221814",-0.194805077763509,9.18336511600387,-2.46137134309082,0.0150255616559278,0.0562140926654423,-3.53928545662986
"FCRLA",0.0962700765227251,6.96542107044431,2.46087670588125,0.0150454315277894,0.0562771501936251,-3.54043186106894
"FGF1",-0.0853150296217049,9.42749479528283,-2.46072442482519,0.0150515534551188,0.0562887688318559,-3.54078475534267
"RDH11",0.157654309837228,9.17804230498768,2.46048496519147,0.0150611845765039,0.0563135036298969,-3.54133963569107
"GNG4",-0.225653378104178,9.5735726114354,-2.4599563138448,0.0150828637242316,0.0563777749855274,-3.54257784763453
"BDH1",-0.101361416708289,8.75767173837046,-2.45990794185538,0.0150844151233712,0.0563777749855274,-3.5426765215369
"VNN2",-0.08003183478285,9.38705799333044,-2.4595685333347,0.01509809435766,0.0564176038409859,-3.54346275133955
"FAM71B",-0.111222621964241,6.7921868656279,-2.45904567252806,0.015119188901057,0.0564717301335528,-3.54467374824265
"LOC644145",-0.159991170764741,16.4631472024658,-2.45901229540364,0.0151205363736705,0.0564717301335528,-3.54475104491825
"D21S2090E",0.0858281008722688,6.2477870510555,2.45898456678058,0.0151216558911062,0.0564717301335528,-3.54481525973591
"NEURL4",0.395214585082848,8.37695711114854,2.45886328822804,0.0151272700157914,0.0564813952479987,-3.54512017968339
"LCA5",-0.914828808818955,9.58206571847863,-2.45867879343402,0.0151347230170012,0.0564979210224654,-3.54554739353537
"NUF2",-0.106290286562299,9.2406167823294,-2.45838824547082,0.0151457496677992,0.0565257233757268,-3.54619607866981
"LOC100130419",-0.157519270710997,6.68271705802479,-2.45832696426898,0.0151482276091822,0.0565257233757268,-3.54633796168445
"SPINT1",-0.166296154337009,9.36801082180061,-2.4581704103836,0.0151545595955476,0.0565288144061208,-3.54670041271244
"TPTE2P6",-0.417984594862742,10.7969395199538,-2.45817445970866,0.0151551131684023,0.0565288144061208,-3.5467150724152
"RPL21",0.0901509818368395,8.66111203681508,2.45799246955814,0.0151617594588809,0.0565423057542482,-3.54711235273174
"EPHA10",-0.24802252295655,9.88861276881174,-2.45770286333243,0.0151740715911359,0.0565675810728401,-3.54780239831267
"LOC100131347",0.240724040040528,9.31090785900803,2.45768793484652,0.0151745983622668,0.0565675810728401,-3.5478343493397
"LOC100132741",-0.19585402358056,8.52711603259737,-2.45704398638699,0.0152001884763411,0.0566516609247018,-3.54930766716445
"ADAT1",-0.169700953965489,6.24877849877051,-2.45631147741499,0.0152300945494561,0.0567494630618061,-3.55100816869365
"WISP3",-0.250762103823788,7.29064224149593,-2.45626286260294,0.0152325105780685,0.0567494630618061,-3.55113530649494
"DNTTIP1",-0.309707406128492,6.50560750120921,-2.45617325373363,0.0152362628267666,0.0567521144804627,-3.55134627922161
"PIM3",-0.152431153397451,6.34868965073036,-2.45521148352948,0.0152746802339592,0.0568838600492517,-3.55354689050374
"PLAC8L1",-0.177483510060123,6.92473254341066,-2.45507125289074,0.0152803940038964,0.0568937869704221,-3.55387117375932
"DUSP10",-0.16253287972775,11.9099298930503,-2.45438115920444,0.0153085399395378,0.0569872153911992,-3.55546676736744
"TMEM14C",0.0769347584441779,9.38478822789084,2.45414846528322,0.0153180409097,0.0570112130766799,-3.55600469564594
"ACE",-0.110058835959142,8.90230177636274,-2.4539787023001,0.0153249756976625,0.0570228929162527,-3.55639711431946
"NDUFV2",-0.162585686808381,9.10736809968096,-2.45392208206775,0.0153272892451562,0.0570228929162527,-3.55652799029627
"ZIK1",-0.0951377744728491,10.2245104792117,-2.45373674139318,0.0153348645849285,0.0570397065519512,-3.55695638035513
"SLMO2",-0.442532833014232,7.20481443839951,-2.45353062255255,0.015344014744287,0.0570510030283103,-3.55745657619687
"C1orf129",0.0863073233915215,6.25978831985698,2.45352012368698,0.0153437225163843,0.0570510030283103,-3.55745702544493
"AKIRIN2",0.12213679916937,8.23060481939781,2.45340526459847,0.0153484211805362,0.0570560209788307,-3.55772247038906
"CLTA",0.0982507154778415,8.35277742270431,2.45296584073629,0.0153664089813331,0.0571115140654287,-3.55873789507244
"CCDC69",0.182380539801252,8.92288970121421,2.45253634770536,0.0153840083814467,0.0571655417956805,-3.5597302102286
"APEX1",0.176453928483244,11.9678293238991,2.45240390797315,0.0153894389995524,0.0571743389583292,-3.56003617128221
"TAS2R42",0.104985174330228,6.54439351900856,2.45228152283232,0.0153944588504221,0.0571816068543539,-3.56031889083331
"PDE10A",0.121020353715565,6.266526998832,2.45206823167273,0.0154032108590867,0.0572027319309297,-3.56081157968132
"NT5DC2",0.15704545591253,7.21056026286223,2.45194259459119,0.0154083682154435,0.0572105018383235,-3.56110177484877
"LOC100129072",0.123077584709821,7.02909084557425,2.45124750407732,0.0154369291899912,0.0573043781608494,-3.56270704081664
"NHLH1",-0.11904376314624,13.6033378389052,-2.45117789462525,0.0154397920048707,0.0573043781608494,-3.56286777627571
"AARS",-0.107293695091752,8.24158445821616,-2.45028973753181,0.0154763605420922,0.057427667293997,-3.56491825563074
"C17orf64",0.0952474874219826,15.550452682821,2.45022172816456,0.0154791638979962,0.057427667293997,-3.5650752400651
"MXRA5",0.0757826425247526,9.4638030556845,2.44953440956706,0.0155075206217762,0.0575124524609381,-3.5666615371203
"TRIM25",-0.377150862719069,9.41459212358893,-2.44953601523127,0.0155081796536781,0.0575124524609381,-3.56668145863438
"PLA1A",-0.104386334229745,6.38034313134037,-2.44941898297539,0.0155122873075935,0.0575162579650838,-3.56692789588435
"XLOC_002569",-0.352820082052392,10.8915752686627,-2.44924076390606,0.0155203752489528,0.0575308630863861,-3.56736274512631
"LPHN1",-0.606800674474951,12.4991150838936,-2.44917411980537,0.0155231292169778,0.0575308630863861,-3.56751651462206
"WDR63",-0.114295033176874,8.03697603321608,-2.44909984711119,0.0155254732047215,0.0575308630863861,-3.56766427484952
"LOC51145",0.119055684787859,8.61316463237068,2.44895227287495,0.0155315739728943,0.0575420460905264,-3.56800476012009
"LOC100133039",0.357576083671635,15.101072154424,2.4488795785085,0.0155353059012878,0.0575444502178084,-3.56819607067279
"MSTN",-0.201142024934903,8.74002339607342,-2.44852400646856,0.0155492907199724,0.0575822773239877,-3.56899275553919
"KHSRP",0.0917545867706911,8.49268664475396,2.44842378950614,0.0155534391408438,0.0575822773239877,-3.56922392962153
"ABCA6",0.120864832166376,7.2245213661425,2.44839156591133,0.015554773226228,0.0575822773239877,-3.56929825910494
"C12orf62",-0.391340030485548,11.2533805831493,-2.44824814405823,0.0155614387696908,0.0575955293746339,-3.56965264283229
"RGPD1",0.15358605994441,12.5025446709809,2.44769800324529,0.0155835120077976,0.0576657913611306,-3.57089786777456
"GSK3B",0.0828141560740487,8.84505964745063,2.44761716770124,0.015586864616429,0.0576667647305544,-3.5710842769798
"TAB1",0.0966598429479727,9.8668424992302,2.4472681944536,0.0156013454462872,0.0576806170650478,-3.57188895497138
"ANKRD1",0.145118863339211,8.56402945950722,2.44726223885171,0.0156015926809129,0.0576806170650478,-3.57190268674838
"FBXO10",-0.375971512596108,8.99517366396075,-2.44727209066673,0.0156019111218834,0.0576806170650478,-3.57190349228141
"PJA2",0.104774064873061,9.40878484501508,2.44722906167177,0.0156029700274003,0.0576806170650478,-3.57197918250831
"CCDC23",-0.161157962439394,7.46957079364502,-2.44707268432029,0.0156094634693592,0.0576907256623559,-3.57233972487872
"LOC100129931",0.131952195843962,7.40473691291974,2.44701435486079,0.0156118861677235,0.0576907256623559,-3.57247420339858
"HNRNPA1",0.089415839813659,9.8630479935153,2.44672980053126,0.0156237098490091,0.0577229897727147,-3.57313020097634
"CES1P1",0.146314761450065,6.27492264956116,2.4461963509669,0.0156458969727793,0.0577935220654909,-3.57435980071247
"TRUB1",0.357572231311554,7.26066269583235,2.44610697334644,0.0156503455779094,0.057798516068793,-3.57458925814172
"FAM149B1",0.0887950935246909,8.51546549149488,2.44598671255143,0.0156546238741059,0.0578028792502843,-3.57484294930174
"TMSB10",-0.184373835020466,8.36563925755012,-2.44550059060167,0.0156748769816879,0.0578662141738933,-3.57596315654267
"LOC100133106",0.126347619752752,12.3544351526919,2.44513084523839,0.0156902971293137,0.0579116859637413,-3.57681505163645
"SEC13",-0.135168305737732,9.18212627722881,-2.444989114857,0.0156962115372557,0.0579220617522495,-3.57714156776451
"B3GALNT1",-0.399559656470528,10.3464582936432,-2.44442022967117,0.0157207011053299,0.0580009658294094,-3.57847536894166
"FGR",0.078728750952108,9.27028675456655,2.44362216711258,0.0157533560630412,0.0581092394084334,-3.58028982758887
"TSSC4",0.211646982799106,10.1153396720795,2.4435524775732,0.0157562743448209,0.0581092394084334,-3.58045028842721
"SNORA55",-0.262344670276012,6.60894281241221,-2.44303005659609,0.0157788976012743,0.058170444809202,-3.58167635691807
"CDCA7",-0.313610679645675,7.17389280659344,-2.44302515235053,0.015779103245057,0.058170444809202,-3.58168764638798
"CCK",0.110810092015469,6.26452571608444,2.44279352416669,0.0157880869941145,0.0581920702498315,-3.58219751394037
"LIMK2",-0.0899502459267239,8.62984362894155,-2.44258764467624,0.0157967265731421,0.0582124188524576,-3.58267139373233
"LOC254559",0.245240847766029,8.27432577001235,2.44249987261023,0.0158008898050263,0.0582162669188346,-3.58288864951193
"EFNA1",-0.0852863661186955,8.63141281806368,-2.44223541111545,0.0158115175353257,0.05824392634633,-3.58348205659736
"NCK2",0.1310620514543,8.37359353322814,2.44170974662994,0.0158336140843234,0.0583138135130025,-3.58469166977168
"DKFZp434L192",-0.189663890517602,6.3205555541189,-2.44137784667836,0.0158480508020587,0.0583554681831577,-3.58547022674177
"TMPRSS11D",-0.0850401433254485,11.1193179835607,-2.44092447137522,0.0158666746097646,0.0584023063957386,-3.586498231171
"GFER",-0.206908798746537,9.06580437939708,-2.44085690538953,0.0158695466476907,0.0584023063957386,-3.58665442413433
"C6orf118",-0.145966815671799,6.26379107184219,-2.44084181760992,0.0158701579447729,0.0584023063957386,-3.5866883488745
"NRXN1",0.176865427359384,9.26082183386706,2.44035679362128,0.0158906123443593,0.0584660515291676,-3.58780386732109
"TTBK1",-0.188975690848975,9.67090724276669,-2.44026649799317,0.0158944228709913,0.0584685460952015,-3.58801151795013
"LOC401410",-0.750050528020979,10.5505307598644,-2.44005039297877,0.0159042800028183,0.0584932780793309,-3.58853164530935
"MRPL11",-0.114164426420381,8.53637100620833,-2.43961117069304,0.015922102391709,0.0585472894289299,-3.5895183465428
"CSGALNACT2",0.136949532767002,13.713584357383,2.43944061376562,0.0159293133450103,0.0585562441989816,-3.58991045611867
"ATXN7L1",0.0889287330770022,6.33538568309,2.43937375772036,0.0159321407342436,0.0585562441989816,-3.59006415098431
"MMP26",-0.254657110080832,6.70152193725894,-2.43934836793341,0.0159339493322597,0.0585562441989816,-3.59014567049608
"FITM2",0.141719459611656,8.35250372226563,2.43883128132941,0.0159550989350047,0.0586224255161146,-3.59131110288149
"DCAF4L1",0.183444291242602,13.6007683325873,2.43809170955625,0.0159864457796966,0.0587260402436601,-3.59301069357204
"TCP10L2",0.12990998232733,9.48534162561609,2.43717252138827,0.0160254819399513,0.0588578552556457,-3.59512239612728
"MGC15885",0.170434089449186,11.1150332599573,2.43664396538377,0.0160479670246741,0.0589288421238524,-3.5963363462782
"SIAE",0.372372419204076,8.74108852901767,2.43645085687276,0.0160569263686783,0.0589501437197837,-3.59680282224879
"KRT74",-0.618276967583099,8.40189785499654,-2.43628025938466,0.0160641931295812,0.0589652241423073,-3.5971945505115
"LOC643454",-0.195275161161345,8.64596615039823,-2.43607110174531,0.0160723686248021,0.0589836335788305,-3.59765178595165
"KLHL26",0.183860915150139,10.5943354750124,2.43596806037265,0.0160767612527247,0.0589881558447231,-3.59788836483219
"TTLL6",-0.137617596233581,7.79953518760313,-2.43536595894447,0.0161024500125984,0.0590707998201946,-3.59927058189004
"RPS24",-0.105138993866096,6.93298825296413,-2.43518087308027,0.0161103540553892,0.0590805894423651,-3.59969541207454
"PMM2",-0.104655139559935,6.41253345858218,-2.43515523368767,0.0161114492505566,0.0590805894423651,-3.59975426019352
"RAMP3",0.071586565571331,6.28332468673304,2.43457870058374,0.0161360935211752,0.0591593371779091,-3.60107738182304
"LOC100127885",-0.209349347107273,7.00345813275022,-2.43451144339314,0.0161393626242213,0.0591597021565379,-3.60124387438491
"SERPINF1",0.151455518978315,7.42537267611298,2.43427598173683,0.0161490468288373,0.0591835772747395,-3.6017719948681
"QRICH2",0.165744463563529,8.03444305871405,2.43257616200173,0.0162219535972648,0.0594283137606679,-3.60567089576477
"HLA-DQB2",-0.242319258795966,10.9094951250708,-2.4325815277023,0.0162221944072115,0.0594283137606679,-3.60567312329328
"LRRIQ3",-0.106373761330539,6.97348300062045,-2.432088630552,0.0162429181179788,0.0594908638592959,-3.60678869185147
"LOC200609",-0.189762205981134,10.1383211204918,-2.43202529617321,0.016245643348022,0.0594908638592959,-3.60693388772467
"B4GALNT4",-0.0987010213164122,6.56981947469096,-2.43172371308257,0.0162586258089392,0.0595233595808545,-3.60762522791607
"LOC440704",-0.159038639877816,7.08342455682776,-2.43167101501011,0.0162608952854421,0.0595233595808545,-3.60774602333899
"C9orf89",0.139014238804861,9.95183887268901,2.43052574786927,0.0163102864858921,0.0596924504429759,-3.6103706300439
"PLEKHG6",-0.162278645792045,8.34285257262801,-2.42988674047558,0.0163379024002312,0.0597817973535218,-3.6118345483239
"HRG",0.107929025022363,11.7341886945124,2.42967328241691,0.0163471366395826,0.0597930720000606,-3.61232348599458
"ZBTB6",-0.160437944554979,13.0496002809641,-2.42966741232372,0.0163473906464672,0.0597930720000606,-3.61233693121497
"KLF2",-0.154490144635489,9.85850281776463,-2.42909456581488,0.0163721953526725,0.0598720662730469,-3.61364887027829
"KRT19",-0.309891978121925,9.45299778859099,-2.42892464365372,0.0163803039094149,0.0598845071108123,-3.61406064613603
"CLEC3B",0.102840520392316,10.6202854792753,2.42886802171519,0.016382014107035,0.0598845071108123,-3.61416762549192
"HEPN1",0.10121720158114,10.5232223043449,2.42860770206958,0.0163933031974509,0.0599140403721207,-3.61476366721125
"SEPT1",-0.11661223608465,8.43243233491281,-2.42846611621816,0.0163994461458637,0.0599247576962699,-3.61508782506182
"WRN",-0.0610032017622844,7.99502551916603,-2.42826561083401,0.0164081489165006,0.0599448227689338,-3.61554684823616
"CHST1",0.28464109040313,8.31568613031764,2.42805523567918,0.0164180296589298,0.0599691826974413,-3.61605106249444
"LOC283140",-0.0973882249032972,15.9210796906378,-2.42759831421092,0.0164371419085002,0.0600213619614057,-3.61707426013593
"WDR26",0.11453410862324,10.793224448079,2.42756141511447,0.016438746442363,0.0600213619614057,-3.61715870924685
"LOXL4",0.175821435897392,11.6076922974349,2.42747428368079,0.0164425358493956,0.0600234562153275,-3.61735811790558
"PADI2",0.0869472169518111,9.54725773633421,2.42729016584656,0.0164505458132468,0.0600409537747854,-3.61777946762284
"TP53TG5",0.132533867749182,10.9893000522211,2.42721201526716,0.0164539467661056,0.0600416258825729,-3.61795830466788
"CEP57L1",0.104623773980543,8.16618217364238,2.42639043601768,0.0164897379934547,0.0601604690476607,-3.6198380575108
"SLU7",0.0764979770883108,6.32243443739999,2.42619020999858,0.0164984710925813,0.0601805673134707,-3.62029608099767
"C9orf40",0.102311632854473,8.55338102764587,2.42606189581184,0.0165040698284811,0.060189226914537,-3.62058958557702
"ATP4A",-0.25832915294811,6.64205887386756,-2.42599249621202,0.0165078457318666,0.0601912366839795,-3.62077086302328
"ASB6",0.260544966582695,8.53626974655924,2.4252733331222,0.0165391472808414,0.0602935906243954,-3.62241207667255
"IL2",-0.103089797128317,8.80615416105518,-2.42494265662878,0.0165529771636057,0.060332223932572,-3.6231491169172
"USH1C",0.108146929141121,11.7482208776157,2.4246115552284,0.0165674699149263,0.0603732577044316,-3.62390608780812
"ETFB",-0.102759116609054,8.57042774753501,-2.42427309928313,0.016582296221764,0.0604090207058246,-3.62467977459502
"LOC283693",-0.178208820683661,10.7904613326213,-2.42423976989378,0.0165837568763271,0.0604090207058246,-3.62475595789385
"APOO",-0.0916914913293403,11.1958505944027,-2.4240989065994,0.0165899314462158,0.0604197210621694,-3.62507792826895
"IL17F",0.0950984641543351,6.19024237140865,2.42393812827303,0.0165969814601148,0.0604336049459702,-3.62544539729117
"FHL5",0.23518452708399,8.98110832882704,2.42341567582655,0.0166203991965569,0.0604969822879022,-3.62665400678615
"SNAPC2",-0.123465661183586,8.56916371627934,-2.42339380729475,0.0166208692832769,0.0604969822879022,-3.62668931091905
"FLJ13197",-0.166000702907299,14.8960035594688,-2.42301898368351,0.0166373363540842,0.0605355688453371,-3.62754573007404
"C14orf177",-0.107935713899169,8.85075128743825,-2.42300486203345,0.0166379570413383,0.0605355688453371,-3.6275779936744
"PKIA",-0.134085566161141,8.13720769462322,-2.42291098515504,0.0166420837232454,0.0605387824389741,-3.62779246889599
"BCAR3",-0.143982251111697,10.1216244960581,-2.42240172632019,0.0166644857814108,0.0606084620245583,-3.62895581075233
"C19orf54",-0.104629173098881,13.2961751253377,-2.42212265161476,0.0166767734923929,0.0606413359118477,-3.6295932286907
