"Gene_symbol","ng","metaFIN_pval","metaFIN_padj"
"ZNRD2-DT",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"LOC606724",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"UFSP1",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"LOC91450",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"ICAM5",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"ACTRT2",5.41088288134794,3.13573899068942e-08,5.8270543561722e-08
"LINC00552",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"LINC00896",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"MST1P2",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"MIR6816",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"PKLR",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"LOC105372862",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"SPDYC",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"LINC02897",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"SHBG",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"RNF208",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"INS-IGF2",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"KRTAP10-11",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"CYP11B1",3.40288428953156,0.000666785127143354,0.000905139236951157
"USP17L13",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"RXFP3",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"KRTAP10-8",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"KRTAP10-7",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"LENEP",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"OLIG3",6.56619976277475,2.58078003412265e-11,5.84194068966464e-11
"POU3F1",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"USP17L17",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"USP17L11",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"FFAR1",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"GOLGA6A",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"KRTAP10-2",6.22576204258551,2.39610442598348e-10,5.14340778608512e-10
"ADRA2B",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"USP17L9P",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"TEX44",4.35572682115952,1.32626098994226e-05,2.05313877222414e-05
"USP17L15",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"TIGD5",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"CDHR5",9.27488900467355,0,0
"PSAPL1",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"TMEM121B",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"FOXD4L6",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"KBTBD13",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"KLHL34",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"PSPN",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"CLDN19",10.3554430994008,0,0
"LOC101929627",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"ACTL9",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
"SCGB2B2",8.20953615160139,1.11022302462516e-16,3.47062066739447e-16
