"Gene_symbol","ng","mean_abs_logfc","GSE184316","GSE150910.biopsy","GSE150910.explant","GSE47460","metaFIN_pval","metaFIN_padj"
"TNP2",3.6393126992383,1.9116179522384,5.57072140714452,NA,0.168557219640255,-0.00442477006958511,0.0002733666861372,0.00100860341639442
"LINC00410",3.63204961294479,1.98999687700471,3.86319478533654,NA,NA,0.116798968672884,0.000140589522289014,0.000554045924231695
"EPHA8",3.62036808413814,1.56443348464079,6.19778848116048,-0.00976556117834344,-0.16520974686568,0.234920765446695,0.000294184209191695,0.00107800647549578
"GPR15",3.62008771278198,1.18280186937453,2.34031018197408,NA,NA,0.0252935567749837,0.000147251582720553,0.000577599815095871
"MAGEA2B",3.6183832579518,1.15705688289761,3.86546518696766,NA,-0.522581254487264,0.128286716212445,0.000296449169274293,0.00108572526634616
"OR4F4",3.61274811840172,2.10747015194794,4.21207249726616,NA,NA,0.00286780662971667,0.000151484486228037,0.000592441700981081
"ANKRD63",3.61273958532745,2.55312500014501,7.08634313401446,0.206605085110302,0.366426781310256,NA,0.000151489473092625,0.000592441700981081
"OR9A4",3.60209689173223,1.1576809375606,5.33526215597351,-0.269101339110736,-0.497236459308862,0.0617993926884881,0.000315660659481187,0.00114917259355311
"OR6N2",3.60061865998671,1.65768519290696,4.27137056198915,0.455365181769669,0.246319834962052,NA,0.00015873045218795,0.000618024550552712
"OR52N2",3.59990243920032,1.15835775806577,4.79753620297717,-0.435699434321159,0.236436316870075,0.0351579467369981,0.000318336596567548,0.00115814489548047
"HMX2",3.59807040292127,1.54027090630108,3.90982702440127,0.350661336105327,0.360324358396637,NA,0.00016029342408963,0.000623047439406275
"NXF5",3.59257015133341,1.16027909651242,6.2319523520327,-0.966500451835434,-0.594812923636912,-0.0295225905106609,0.000327432466912692,0.00118650958082979
"RAB6C",3.59188725649641,1.43082020380577,4.45562540910314,0.141016598798362,-0.304181396484182,NA,0.000328291881549481,0.00118899472435854
"EPOP",3.58698215699818,1.36036740814506,4.12615614615059,-0.239897326369512,0.194843404654115,NA,0.000334527205040791,0.00120917967833388
"RBFOX3",3.58525853866215,1.30525488397375,5.68297614401213,-0.585316515959207,0.0577378899845774,0.0656220178575107,0.000336744441505665,0.00121655202097425
"PMCHL1",3.57817157250981,1.97065843429406,3.93420046505962,NA,NA,0.00711640352849695,0.000173003149649964,0.00066808870660569
"LEFTY1",3.57536138277398,1.61268541706057,4.53740576744617,0.382238282429254,-0.0815877986937159,NA,0.00034974444838487,0.00125903405565092
"GOLGA6A",3.57371362665959,1.55518759446286,6.60711900814593,-0.572957825088623,0.138989480030077,0.0475997147640645,0.000351953847321118,0.00126632199203599
"OR5A2",3.57225178522383,1.30147420376412,5.34761281598184,-0.425594139404871,0.0338780532989985,0.250000085180505,0.000353924883067069,0.00127257805113825
"TTLL8",3.56924712631616,2.15667036885324,NA,-2.75724910291556,-1.55609163479093,NA,0.000179004297907182,0.000688545737316377
"OR52M1",3.56766803594195,1.95912240971128,5.70903859292682,NA,0.125490480302463,0.0428381559045515,0.000180086201612473,0.000692221340420049
"MMP13",3.56721897619604,1.1147236831661,0.521145594560913,-1.5985578553702,-3.02908865354351,-0.352393818311601,0.000360789973818498,0.00129512867340048
"RCOR2",3.56491345394096,1.30720082483725,3.51629038277987,-0.375083892265674,0.780395983997568,NA,0.000363976271437805,0.00130478015650859
"CCT8L2",3.55972146815219,2.10409929962053,6.72974826967557,-0.568048379304618,0.150598008490649,NA,0.000371248337579289,0.00132858892331608
"PRAMEF2",3.55590458059624,1.714367281254,4.04565402858534,NA,0.99403361555244,0.103414199624222,0.000188340391970243,0.000720511805337915
